Open,High,Low,Close,Volume,Date
3076,3124.19,3069.99,3111.96,30437.33973,2024-11-18
3111.96,3149.68,3096.07,3130.49,30001.13773,2024-11-18
3130.49,3139.77,3050.6,3056.29,33140.24623,2024-11-18
3056.29,3157.49,3052.61,3143.57,32167.79015,2024-11-18
3143.57,3198.8,3090.55,3127.32,44875.37953,2024-11-18
3127.32,3224.77,3122.23,3207.88,33822.46918,2024-11-18
3207.88,3220.81,3142.48,3148.4,31684.94042,2024-11-19
3148.4,3159.77,3108,3118.09,30439.13157,2024-11-19
3118.09,3129.99,3092,3126.5,23438.84139,2024-11-19
3126.5,3149.13,3076,3104.23,17750.40749,2024-11-19
3104.23,3144.99,3099.51,3122.19,47010.23962,2024-11-19
3122.19,3130.99,3065.36,3107.35,40631.23731,2024-11-19
3107.35,3125.33,3072.01,3096,35062.99752,2024-11-20
3096,3115.01,3087.6,3109.47,26698.4513,2024-11-20
3109.47,3135.16,3084,3100.1,19872.35052,2024-11-20
3100.1,3159.19,3081.57,3129.98,28006.12834,2024-11-20
3129.98,3134.76,3029.48,3057.99,45553.09931,2024-11-20
3057.99,3092.65,3044.61,3069.61,31331.32955,2024-11-20
3069.61,3101,3032.6,3081.98,37600.82226,2024-11-21
3081.98,3143.59,3080.6,3137.02,36779.04101,2024-11-21
3137.02,3155,3118.7,3147.82,32616.83042,2024-11-21
